Area_of_Origin,Civilian_Casualties,Count_of_Persons_Rescued,Estimated_Dollar_Loss,Estimated_Number_Of_Persons_Displaced,Fire_Alarm_System_Presence,Ignition_Source,Latitude,Longitude,Material_First_Ignited,Possible_Cause
"Hallway, Corridor",0,0,3000,0,No Fire alarm system,Candle,43.6247113,-79.50998749,Interior Wall/Ceiling,Used or Placed too close to combustibles
Cooking Area or Kitchen,0,0,3000,0,No Fire alarm system,Range Hood,43.64161181,-79.55524464,Other Building Component,Electrical Failure
Laundry Area,0,0,3000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),Clothes Dryer,43.59974323,-79.52238635,Wearing Apparel on a Person,"Other unintentional cause, not classified"
"Court, Patio, Terrace",0,0,3000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),Open Fired Barbeque - Fixed or Portable,43.65383215,-79.435219,Propane,Mechanical Failure
Passenger Area,0,0,3000,0,Fire alarm system present,Undetermined,43.7022534,-79.44110905,Vehicle,Undetermined
Porch or Balcony,0,0,3000,0,Fire alarm system present,Undetermined,43.64499778,-79.37616507,Undetermined (formerly 98),Undetermined
"Lobby, Entranceway",0,0,3000,0,Fire alarm system present,Lighters (open flame),43.77954463,-79.2329791,"Non-upholstered Chair, etc.",Suspected Arson
Chimney/Flue Pipe,0,0,3000,0,Undetermined,Wood burning stove,43.6608322,-79.53851558,"Creosote (chimney, flue pipe)","Routine maintenance deficiency, eg creosote, lint, grease buildup"
"Product Storage (inc products or materials awaiting manuf, assembly)",0,0,3000,0,Fire alarm system present,Other Heating Equipment,43.74994469,-79.55231651,"Upholstered Sofa, Chair, etc.",Improper handling of ignition source or ignited material
Cooking Area or Kitchen,0,0,3000,0,Fire alarm system present,"Stove, Range-top burner",43.71909651,-79.51684657,"Cooking Oil, Grease",Unattended
Exterior Wall,0,0,3000,0,Fire alarm system present,Undetermined,43.65389605,-79.39844581,"Rubbish, Trash, Waste",Suspected Arson
Other Outside Area,0,0,3000,0,Fire alarm system present,Undetermined,43.7589703,-79.19758013,Wood,Undetermined
Cooking Area or Kitchen,0,0,3000,0,No Fire alarm system,"Stove, Range-top burner",43.69698438,-79.2711395,"Cooking Oil, Grease",Unattended
Elevator (includes shaft),0,0,3000,0,Fire alarm system present,Other Electrical,43.65291793,-79.37695184,"Oily rags (inc. paint rags, etc)",Electrical Failure
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,3000,0,Fire alarm system present,"Incandescent Lamp - Light Bulb, Spotlight",43.71681028,-79.42922565,"Fabric - Synthetic, Combination",Used or Placed too close to combustibles
Cooking Area or Kitchen,0,0,3000,0,No Fire alarm system,"Stove, Range-top burner",43.71994103,-79.42663741,Cabinetry,"Other unintentional cause, not classified"
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,3000,0,Fire alarm system present,Candle,43.72889222,-79.30438683,Cabinetry,Unattended
Cooking Area or Kitchen,0,0,3000,0,Undetermined,"Stove, Range-top burner",43.81095672,-79.27097563,"Cooking Oil, Grease",Improper handling of ignition source or ignited material
Cooking Area or Kitchen,1,0,3000,0,Fire alarm system present,"Stove, Range-top burner",43.81178484,-79.32621364,"Cooking Oil, Grease",Unattended
Cooking Area or Kitchen,0,0,3000,0,No Fire alarm system,Oven,43.65592158,-79.4767025,Undetermined (formerly 98),Electrical Failure
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,0,3000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),"Cord, Cable for Appliance, Electrical Articles",43.69752934,-79.50561249,Bedding,Electrical Failure
Cooking Area or Kitchen,0,0,3000,0,No Fire alarm system,"Stove, Range-top burner",43.74108294,-79.48555778,Cabinetry,"Unintentional, cause undetermined"
Other Structural Area,0,0,3000,0,No Fire alarm system,"Blow Torch, Bunsen Burner",43.59229504,-79.54283476,Interior Wall/Ceiling,"Other unintentional cause, not classified"
Roof,0,0,3000,0,Undetermined,"Blow Torch, Bunsen Burner",43.60125934,-79.50303015,Exterior Cladding,"Other unintentional cause, not classified"
Other Outside Area,0,0,3000,0,Undetermined,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.66616193,-79.36726419,Other,Improper handling of ignition source or ignited material
Other Outside Area,0,0,3000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.66864089,-79.49242637,Insulation,Improperly Discarded
Garage,0,0,3000,0,No Fire alarm system,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.73131272,-79.4118367,Plastic,"Unintentional, cause undetermined"
Attached Deck,0,0,3000,0,No Fire alarm system,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.68540479,-79.31408683,Plastic,Improperly Discarded
Residential/Business: Restaurant area,0,0,3000,0,Fire alarm system present,"Refrigerator, Freezer (includes vending machine)",43.63280318,-79.55471262,Electrical Wiring Insulation,Electrical Failure
"Washroom or Bathroom (toilet,restroom/locker room)",0,0,3000,0,Fire alarm system present,Other Open Flame Tools/Smokers' Articles,43.79027398,-79.35415911,Insulation,"Other unintentional cause, not classified"
Laundry Area,0,0,3000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),Clothes Dryer,43.75852945,-79.2812724,"Other Soft Goods, Wearing Apparel",Mechanical Failure
Cooking Area or Kitchen,0,0,3000,0,No Fire alarm system,"Stove, Range-top burner",43.68841052,-79.42558479,"Cooking Oil, Grease",Unattended
Exterior Wall,0,0,3000,0,Fire alarm system present,Undetermined,43.76821246,-79.1643567,Multiple Objects or Materials,Suspected Arson
"Product Storage (inc products or materials awaiting manuf, assembly)",0,0,3000,0,Undetermined,Halogen Lamp or light,43.79311026,-79.27103587,Undetermined (formerly 98),Electrical Failure
Porch or Balcony,0,0,3000,0,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.74960721,-79.48759219,"Paper, Cardboard",Improperly Discarded
Cooking Area or Kitchen,0,0,3000,0,Fire alarm system present,"Stove, Range-top burner",43.77338528,-79.18427039,Other,"Other unintentional cause, not classified"
Garage,0,0,3000,0,Fire alarm system present,Vehicle - Electrical,43.65241212,-79.39066727,Vehicle,Undetermined
Porch or Balcony,1,0,3000,0,Fire alarm system present,Undetermined,43.70237242,-79.52379006,Undetermined (formerly 98),Undetermined
Roof,0,0,3000,0,Undetermined,"Blow Torch, Bunsen Burner",43.6844554,-79.42144176,"Asphalt, Tar Product",Improper handling of ignition source or ignited material
Cooking Area or Kitchen,0,0,3000,0,Fire alarm system present,"Stove, Range-top burner",43.7735,-79.23068,"Cooking Oil, Grease",Unattended
Porch or Balcony,0,0,3000,0,Fire alarm system present,Undetermined,43.76287,-79.21105,Undetermined (formerly 98),Undetermined
Cooking Area or Kitchen,0,0,3000,0,No Fire alarm system,"Stove, Range-top burner",43.61838,-79.4993,Electrical Wiring Insulation,Electrical Failure
"Trash, rubbish area (outside)",0,0,3000,0,Undetermined,Undetermined,43.78386,-79.23614,Undetermined (formerly 98),Improperly Discarded
Cooking Area or Kitchen,0,0,3000,0,Fire alarm system present,"Stove, Range-top burner",43.74887,-79.56319,"Cooking Oil, Grease",Unattended
Porch or Balcony,0,0,3000,0,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.64206,-79.38111,"Non-upholstered Chair, etc.",Improperly Discarded
Cooking Area or Kitchen,0,0,3000,0,Fire alarm system present,"Hot Ashes, Embers, Spark",43.73529,-79.26924,"Paper, Cardboard",Other misuse of ignition source/material ignited
"Living Area (e.g. living, TV, recreation, etc)",0,0,3000,0,Fire alarm system present,Fireplace Insert,43.75979,-79.34399,"Paper, Cardboard",Used or Placed too close to combustibles
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,0,3000,0,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.68541,-79.41924,Bedding,Improper handling of ignition source or ignited material
Cooking Area or Kitchen,0,0,3000,0,Fire alarm system present,"Stove, Range-top burner",43.74186,-79.40625,"Cooking Oil, Grease",Unattended
Porch or Balcony,0,0,3000,0,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.64206,-79.38111,"Bush, Grass, Tree, Leaves, etc.",Improperly Discarded
Porch or Balcony,0,0,3000,0,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.64764,-79.3715,"Rubbish, Trash, Waste",Improperly Discarded
Porch or Balcony,0,0,3000,0,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.77413,-79.3287,"Paper, Cardboard","Other unintentional cause, not classified"
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,3000,0,Fire alarm system present,Space Heater - Portable,43.72552,-79.5132,"Mattress, Pillow",Other misuse of ignition source/material ignited
"HVAC Equipment Room (furnace room, water heater closet, boiler)",0,0,3000,0,Fire alarm system present,Other Heating Equipment,43.69042,-79.47391,Electrical Wiring Insulation,Mechanical Failure
Laundry Area,0,0,3000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),Clothes Dryer,43.68312,-79.2952,"Fabric - Synthetic, Combination","Other unintentional cause, not classified"
"Lobby, Entranceway",0,0,3000,0,Fire alarm system present,Undetermined,43.65296,-79.42945,Other Building Component,Undetermined
Laundry Area,0,0,3000,0,Fire alarm system present,Clothes Dryer,43.59284,-79.5406,Linen Other than Bedding,"Routine maintenance deficiency, eg creosote, lint, grease buildup"
Mechanical/Electrical Services Room,0,0,3000,0,Fire alarm system present,Other Electrical Distribution Item,43.63368,-79.43174,Electrical Wiring Insulation,Electrical Failure
Electrical Systems,0,0,3000,0,Fire alarm system present,"Distribution Equipment (includes panel boards, fuses, circuit br",43.76259,-79.26927,"Fabric - Synthetic, Combination",Electrical Failure
Other Storage Area,0,0,3000,0,No Fire alarm system,"Exposure, source structure detached",43.59779,-79.52686,Undetermined (formerly 98),Undetermined
Engine Area,0,0,3000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),Vehicle - Electrical,43.66217,-79.36605,Vehicle,Electrical Failure
Cooking Area or Kitchen,0,0,3000,0,Fire alarm system present,"Stove, Range-top burner",43.67333,-79.36883,"Cooking Oil, Grease",Design/Construction/Installation/Maintenance Deficiency
"Product Storage (inc products or materials awaiting manuf, assembly)",0,0,3000,0,Fire alarm system present,Cutting/Welding Equipment,43.73734,-79.52973,"Paper, Cardboard",Improper handling of ignition source or ignited material
"Lobby, Entranceway",0,0,3000,0,No Fire alarm system,"Blow Torch, Bunsen Burner",43.68266,-79.3196,Exterior Roof Covering,Used or Placed too close to combustibles
Cooking Area or Kitchen,0,0,3000,0,Fire alarm system present,"Stove, Range-top burner",43.69515,-79.4528,"Cooking Oil, Grease",Improper handling of ignition source or ignited material
Engine Area,0,0,3000,0,No Fire alarm system,Vehicle - Mechanical,43.62894,-79.51699,Undetermined (formerly 98),Mechanical Failure
Electrical Systems,0,0,3000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),Circuit Wiring - Copper,43.70303,-79.47681,Electrical Wiring Insulation,Electrical Failure
Cooking Area or Kitchen,0,0,3000,0,Fire alarm system present,Deep Fat Fryer,43.79699,-79.15788,"Cooking Oil, Grease",Unattended
Porch or Balcony,0,0,3000,0,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.63417,-79.4294,Multiple diverse objects ignited,Improperly Discarded
Cooking Area or Kitchen,0,0,3000,0,Fire alarm system present,"Stove, Range-top burner",43.71877,-79.30018,"Cooking Oil, Grease",Unattended
Cooking Area or Kitchen,0,0,3000,0,No Fire alarm system,"Stove, Range-top burner",43.72989,-79.41867,"Cooking Oil, Grease","Routine maintenance deficiency, eg creosote, lint, grease buildup"
Engine Area,0,0,3000,0,Fire alarm system present,Vehicle - Electrical,43.78483,-79.19543,Gasoline,"Other unintentional cause, not classified"
Cooking Area or Kitchen,0,0,3000,0,Fire alarm system present,"Stove, Range-top burner",43.74364,-79.60392,"Cooking Oil, Grease",Unattended
Cooking Area or Kitchen,0,0,3000,0,Fire alarm system present,"Stove, Range-top burner",43.75735,-79.59772,"Cooking Oil, Grease",Unattended
Cooking Area or Kitchen,1,0,3000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),Oven,43.73927,-79.57355,"Cooking Oil, Grease",Unattended
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,3000,0,No Fire alarm system,Space Heater - Portable,43.80117,-79.31618,Electrical Wiring Insulation,Electrical Failure
Cooking Area or Kitchen,0,0,3000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),"Stove, Range-top burner",43.76983,-79.22595,Other Furniture,"Unintentional, cause undetermined"
Porch or Balcony,0,0,3000,0,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.77516,-79.41438,Undetermined (formerly 98),"Unintentional, cause undetermined"
Cooking Area or Kitchen,0,0,3000,0,Fire alarm system present,"Stove, Range-top burner",43.66774,-79.32348,"Cooking Oil, Grease",Unattended
Garage,0,0,3000,0,Fire alarm system present,Vehicle - Mechanical,43.6958,-79.55216,Vehicle,Undetermined
Cooking Area or Kitchen,0,0,3000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),"Stove, Range-top burner",43.72727,-79.39883,"Other Flammable, Combustible Liquid",Unattended
Engine Area,0,0,3000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),Vehicle - Electrical,43.67955,-79.43591,Vehicle,Electrical Failure
Laundry Area,0,0,3000,0,Fire alarm system present,Clothes Dryer,43.70535,-79.43526,"Fabric - Synthetic, Combination","Unintentional, cause undetermined"
Garage,0,0,3000,0,No Fire alarm system,Other Electrical,43.78885,-79.42019,Other,Electrical Failure
Engine Area,0,0,3000,0,Fire alarm system present,Other Mechanical,43.68089,-79.56607,Other,Undetermined
Cooking Area or Kitchen,0,0,3000,0,Fire alarm system present,"Chemical Reaction (eg. spontaneous combustion, etc.)",43.77319,-79.34121,Wood,"Other unintentional cause, not classified"
Porch or Balcony,0,0,3000,0,No Fire alarm system,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.64193,-79.44735,Floor,Improperly Discarded
Cooking Area or Kitchen,0,0,3000,0,No Fire alarm system,"Stove, Range-top burner",43.72287,-79.44421,"Cooking Oil, Grease",Unattended
Exterior Wall,0,0,3000,0,Fire alarm system present,Other Lighting Equipment,43.64933,-79.42078,Interior Wall/Ceiling,Electrical Failure
Roof,0,0,3000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),"Blow Torch, Bunsen Burner",43.66446,-79.36806,"Asphalt, Tar Product",Improper handling of ignition source or ignited material
Cooking Area or Kitchen,0,0,3000,0,No Fire alarm system,"Stove, Range-top burner",43.70056,-79.29132,"Cooking Oil, Grease",Unattended
"Living Area (e.g. living, TV, recreation, etc)",0,0,3000,0,Undetermined,"Cord, Cable for Appliance, Electrical Articles",43.66549,-79.35262,Electrical Wiring Insulation,Electrical Failure
"Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,3000,0,No Fire alarm system,"Cord, Cable for Appliance, Electrical Articles",43.63833,-79.55722,Electrical Wiring Insulation,Mechanical Failure
Porch or Balcony,0,0,3000,0,Fire alarm system present,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",43.64103,-79.43452,"Rubbish, Trash, Waste",Improper handling of ignition source or ignited material
Engine Area,0,0,3000,0,Not applicable (bldg not classified by OBC OR detached/semi/town home),Vehicle collision,43.66065,-79.44362,Diesel Fuel/Fuel Oil,Vehicle Accident/Collision
